0.375,0.3333333333333333,4.552380952380952,0.2916666666666667,0.45,0.3,1-0-1-1-0-1-2-1-0-1-1-1-0-2-2-2-0-2-1-0,0.25,7.2,10
0.4666666666666667,0.2833333333333333,4.959477124183006,0.25,0.45,0.3,1-0-1-1-0-1-2-1-0-1-1-1-0-2-2-2-0-2-1-0,0.25,7.6,20
0.48333333333333334,0.31666666666666665,4.001139601139601,0.2,0.55,0.25,1-0-1-1-0-1-2-1-1-1-0-2-0-2-0-2-1-1-1-1,0.2,7.384615384615385,30
0.475,0.30833333333333335,5.4145021645021645,0.21666666666666667,0.55,0.25,1-0-1-1-0-1-2-1-1-1-0-2-0-2-0-2-1-1-1-1,0.2,7.5,40
0.45,0.35,6.650544662309367,0.2,0.55,0.25,1-0-1-1-0-1-2-1-1-1-0-2-0-2-0-2-1-1-1-1,0.2,7.529411764705882,50
0.44166666666666665,0.3333333333333333,4.04093567251462,0.225,0.35,0.4,1-0-1-0-0-1-2-1-1-1-0-2-0-2-0-2-0-2-1-0,0.25,7.578947368421052,60
0.4583333333333333,0.325,4.453302253302254,0.21666666666666667,0.4,0.35,1-0-1-0-0-1-2-1-1-1-0-2-0-2-0-2-0-2-1-1,0.25,7.2,70
0.4583333333333333,0.325,6.300521700521699,0.21666666666666667,0.4,0.35,1-0-1-0-0-1-2-1-1-1-0-2-0-2-0-2-0-2-1-1,0.25,7.6,80
0.4583333333333333,0.325,6.653634085213032,0.21666666666666667,0.45,0.35,1-0-1-1-0-1-2-1-1-1-0-2-0-2-0-0-0-2-1-1,0.2,7.619047619047619,90
0.43333333333333335,0.3416666666666667,5.227124183006535,0.225,0.45,0.3,1-0-1-1-0-1-2-1-1-1-0-2-0-2-0-2-0-2-1-1,0.25,7.529411764705882,100
0.38333333333333336,0.36666666666666664,4.492448292448293,0.25,0.45,0.35,1-0-1-0-0-1-2-1-1-1-0-2-0-2-0-1-0-2-1-1,0.2,7.555555555555555,110
0.35833333333333334,0.38333333333333336,5.941486291486292,0.25833333333333336,0.35,0.4,1-0-1-0-0-1-2-1-0-1-0-2-0-2-0-2-0-2-1-1,0.25,7.5,120
0.3333333333333333,0.35833333333333334,5.652462352462353,0.30833333333333335,0.35,0.3,1-0-1-2-0-2-2-1-1-1-0-2-0-2-0-2-0-2-1-1,0.35,7.619047619047619,130
0.3416666666666667,0.36666666666666664,4.826649958228906,0.2916666666666667,0.35,0.25,1-0-1-2-0-2-2-1-1-1-0-2-0-2-0-2-1-2-1-2,0.4,7.578947368421052,140
0.3416666666666667,0.35,5.022222222222222,0.30833333333333335,0.4,0.35,1-0-1-2-0-2-1-1-1-1-0-2-0-2-0-2-0-0-1-1,0.25,7.0,150
0.36666666666666664,0.35,3.7417989417989417,0.2833333333333333,0.4,0.35,1-0-1-2-0-2-1-1-1-1-0-2-0-2-0-2-0-0-1-1,0.25,7.555555555555555,160
0.38333333333333336,0.35,3.233766233766234,0.26666666666666666,0.4,0.35,1-0-1-0-0-2-1-1-1-1-0-2-0-2-0-2-0-2-1-1,0.25,6.857142857142857,170
0.39166666666666666,0.31666666666666665,4.91146761734997,0.2916666666666667,0.4,0.35,1-0-1-0-0-2-1-1-1-1-0-2-0-2-0-2-0-2-1-1,0.25,7.529411764705882,180
0.39166666666666666,0.2833333333333333,5.1454545454545455,0.325,0.4,0.25,1-0-1-2-2-2-1-1-1-1-0-2-0-2-0-2-0-2-1-1,0.35,7.2727272727272725,190
0.4166666666666667,0.25833333333333336,6.264631664631665,0.325,0.4,0.25,1-0-1-2-2-2-1-1-1-1-0-2-0-2-0-2-0-2-1-1,0.35,7.619047619047619,200
0.4,0.275,3.4666666666666663,0.325,0.4,0.25,1-0-1-2-0-2-1-1-1-1-2-2-0-2-0-2-0-2-1-1,0.35,7.466666666666667,210
0.4083333333333333,0.2833333333333333,3.742584213172448,0.30833333333333335,0.4,0.3,1-0-1-2-0-2-1-1-1-1-0-2-0-2-0-2-0-2-1-1,0.3,6.352941176470588,220
0.4,0.2916666666666667,2.698412698412698,0.30833333333333335,0.35,0.35,1-0-1-2-0-2-1-1-0-1-0-2-0-2-0-2-0-2-1-1,0.3,5.333333333333333,230
